Movimientos Conformados;;;;;
Fecha consulta:;27/04/2020;;;;
Hora consulta:;13:51;;;;
Usuario:;EDUARDO ALEJANDRO QUATTROCCHI;;;;
;;;;;
Par?metros de b?squeda:;Cuenta: 03 - CC $ 00460008727626 | Fecha desde 01/04/2020 hasta 27/04/2020 | Movimiento: D?bitos y Cr?ditos | Monto: Todos los montos;;;;
;;;;;
Fecha Mvto;Fecha Valor;Monto;Referencia;Concepto;Saldo
21/04/2020;21/04/2020;-203,13;0000001004117;GRAVAMEN LEY 25413 S/CRED                         ;10.087.793,50
22/04/2020;22/04/2020;11.481,50;0000008898104;TRANS30647178908UNITED SEAS SRL                   ;
22/04/2020;22/04/2020;12.184,96;0000000208681;CR.TR. CUOTAS-C-SUC 0001                          ;
22/04/2020;22/04/2020;43.002,75;0000001002345;TRANS30506738128AG.MARITIMA WALSH (E.BURTON)      ;
22/04/2020;22/04/2020;270.555,18;0000004130989;TRANS30688254090PROVINCIA ART SA                  ;
22/04/2020;22/04/2020;13.018,22;0000008977383;TRANS30659863789Servicio Electronico de Pago      ;
22/04/2020;22/04/2020;48.527,83;0000000002039;TRANS30657393610MERCOCARGA SA                     ;
22/04/2020;22/04/2020;-28,70;0000008898104;GRAVAMEN LEY 25413 S/CRED                         ;
22/04/2020;22/04/2020;-30,46;0000000208681;GRAVAMEN LEY 25413 S/CRED                         ;
22/04/2020;22/04/2020;-107,51;0000001002345;GRAVAMEN LEY 25413 S/CRED                         ;
22/04/2020;22/04/2020;-676,39;0000004130989;GRAVAMEN LEY 25413 S/CRED                         ;
22/04/2020;22/04/2020;-32,55;0000008977383;GRAVAMEN LEY 25413 S/CRED                         ;
22/04/2020;22/04/2020;-121,32;0000000002039;GRAVAMEN LEY 25413 S/CRED                         ;10.485.567,01
23/04/2020;23/04/2020;15.554,53;0000000097672;TR. 30641739916 CHRISTOPHERSEN S.A.               ;
23/04/2020;23/04/2020;1.335.943,00;0000004189680;TRANS30666356825MARITIMA QUEUQUE                  ;
23/04/2020;23/04/2020;-38,89;0000000097675;GRAVAMEN LEY 25413 S/CRED                         ;
23/04/2020;23/04/2020;-3.339,86;0000004189680;GRAVAMEN LEY 25413 S/CRED                         ;11.833.685,79
24/04/2020;24/04/2020;72.574,31;0000000665173;CR.TR. CUOTAS-C-SUC 0001                          ;
24/04/2020;24/04/2020;4.515,10;0000001106507;TRANS30712212108AGENCIA MARITIMA DESEADO SRL      ;
24/04/2020;24/04/2020;4.165,18;0000001106579;TRANS30712212108AGENCIA MARITIMA DESEADO SRL      ;
24/04/2020;24/04/2020;3.166,33;0000002424964;TRANS30679086711SEA RUNNER SRL                    ;
24/04/2020;24/04/2020;47.959,85;0000000671197;CR.TR. CUOTAS-C-SUC 0001                          ;
24/04/2020;24/04/2020;57.629,93;0000002434118;TRANS30545448595GUARDERIA NAUTICA SARTHOU SOC     ;
24/04/2020;24/04/2020;-181,44;0000000665173;GRAVAMEN LEY 25413 S/CRED                         ;
24/04/2020;24/04/2020;-11,29;0000001106507;GRAVAMEN LEY 25413 S/CRED                         ;
24/04/2020;24/04/2020;-10,41;0000001106579;GRAVAMEN LEY 25413 S/CRED                         ;
24/04/2020;24/04/2020;-7,92;0000002424964;GRAVAMEN LEY 25413 S/CRED                         ;
24/04/2020;24/04/2020;-119,90;0000000671197;GRAVAMEN LEY 25413 S/CRED                         ;
24/04/2020;24/04/2020;-144,07;0000002434118;GRAVAMEN LEY 25413 S/CRED                         ;12.023.221,46
